line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
9078885,T10645,P1079,PR148,5,914.75
2473114,T10645,P1198,PR113,2,185.66
5752913,T10646,P1079,PR143,5,914.75
135591,T10646,P1074,PR115,3,784.71
961631,T10647,P1150,PR132,2,106.86
9386013,T10647,P1060,PR112,5,2136.2
5768278,T10647,P1013,PR137,4,340.04
1147625,T10648,P1051,PR148,2,941.06
7841711,T10649,P1048,PR111,4,68.16
9704123,T10649,P1153,,3,272.19
5026984,T10650,P1085,PR137,5,1290.55
2722607,T10650,P1107,PR138,3,1158.45
707867,T10650,P1026,PR132,4,489.76
3741741,T10651,P1056,PR132,1,464.52
7827188,T10651,P1177,PR128,2,961.58
8065583,T10652,P1054,PR104,2,376.46
6306754,T10652,P1188,PR105,3,49.56
3091110,T10652,P1052,PR130,4,1908.76
1237004,T10653,P1092,PR115,1,172.31
1932556,T10654,P1007,PR130,5,1821.75
7388823,T10654,P1036,PR124,3,377.31
6038276,T10655,P1161,PR147,5,1270.25
3318953,T10656,P1007,PR145,2,728.7
4395612,T10657,P1044,PR132,2,497.6
5701192,T10657,P1184,PR112,2,686.18
3288126,T10658,P1062,PR109,2,391.24
4392084,T10658,P1005,PR123,2,345.64
2302565,T10658,P1025,PR109,1,357.53
5677130,T10659,P1167,PR140,1,18.12
7653828,T10659,P1053,PR130,3,1373.58
2874941,T10660,P1094,PR112,3,154.56
1096853,T10661,P1159,PR102,4,761.72
2194371,T10661,P1030,PR149,2,850.74
8934786,T10661,P1048,PR133,2,34.08
5334343,T10662,P1177,PR148,3,1442.37
4102863,T10662,P1153,PR127,4,362.92
9853694,T10663,P1195,PR118,5,1844.3
2492540,T10664,P1137,PR122,3,838.23
4698851,T10665,P1063,PR144,1,426.31
9799274,T10665,P1032,PR131,5,1431.55
7896487,T10666,P1053,PR112,1,457.86
1088390,T10666,P1169,PR132,5,2352.05
8542263,T10667,P1130,PR133,4,515.48
7789113,T10668,P1127,PR132,5,1037.15
6272645,T10668,P1045,PR104,3,304.95
8301233,T10669,P1177,PR102,4,1923.16
9750695,T10669,P1121,PR106,3,666.87
614122,T10669,P1102,PR123,5,117.45
7584645,T10670,P1056,PR121,2,929.04
5133812,T10671,P1101,PR144,2,40.2
2637535,T10672,P1096,PR122,5,113.95
9236730,T10672,P1095,PR129,3,873.75
4950085,T10673,P1034,PR117,1,187.02
3861739,T10674,P1132,PR131,3,1076.16
7805652,T10674,P1149,PR106,1,239.72
7148812,T10675,P1159,PR132,3,571.29
7256241,T10675,P1115,PR104,4,1457.68
8347388,T10675,P1104,PR148,3,549.87
414703,T10676,P1069,PR127,4,1148.72
3922353,T10676,P1045,PR107,4,406.6
6024580,T10677,P1165,PR114,1,39.93
8418219,T10677,P1021,PR103,3,829.86
4637642,T10678,P1139,PR133,1,212.7
1989575,T10678,P1058,PR104,1,483.49
642256,T10678,P1018,PR132,3,1000.29
3299178,T10679,P1051,PR104,3,1411.59
4194701,T10679,P1172,PR137,3,970.29
3198450,T10679,P1077,PR133,3,1050.06
9112137,T10680,P1154,PR125,2,439.52
5024343,T10680,P1066,PR100,1,280.62
6774827,T10680,P1072,PR103,3,1485.24
7918913,T10681,P1148,PR138,1,353.31
2504522,T10681,P1167,PR125,5,90.6
3521119,T10682,P1058,PR132,2,966.98
8654114,T10682,P1121,PR132,2,444.58
7741027,T10683,P1141,PR107,4,724.84
5252525,T10683,P1087,PR119,1,400.16
7007640,T10683,P1048,PR115,4,68.16
9369183,T10684,P1112,PR120,4,1072.08
9688984,T10685,P1095,PR144,2,582.5
8385257,T10686,P1078,PR125,1,352.73
3783106,T10687,P1090,PR122,3,1196.76
6767405,T10687,P1107,PR117,4,1544.6
5027079,T10687,P1195,PR130,5,1844.3
9522370,T10688,P1150,PR141,1,53.43
2578512,T10688,P1008,PR111,2,898.14
9628088,T10689,P1145,PR100,5,138.85
3425985,T10689,P1100,PR141,4,1189.84
6483285,T10690,P1016,PR108,5,47.75
1822650,T10690,P1048,PR102,4,68.16
5111103,T10691,P1145,,4,111.08
1750085,T10691,P1023,PR125,2,655.44
537864,T10692,P1141,PR108,2,362.42
8197572,T10692,P1176,PR141,5,980.6
3338645,T10692,P1006,,2,355.72
3454300,T10693,P1098,PR115,3,820.83
1174061,T10694,P1074,PR123,5,1307.85
8699519,T10695,P1014,PR149,3,1349.34
5482326,T10695,P1002,PR113,2,898.24
1857976,T10696,P1100,PR102,2,594.92
7019809,T10696,P1033,PR133,5,256.85
6526218,T10697,P1190,PR132,1,144.52
3450688,T10697,P1052,PR149,2,954.38
2663908,T10698,P1110,PR123,4,189.0
5206201,T10698,P1154,PR108,5,1098.8
7700012,T10699,P1051,PR112,5,2352.65
124878,T10699,P1070,PR101,2,106.2
1073240,T10699,P1036,PR106,4,503.08
8822409,T10700,P1154,PR147,2,439.52
8236919,T10700,P1084,PR120,5,2285.25
655734,T10701,P1118,PR118,5,824.3
4830359,T10701,P1188,PR124,1,16.52
4990362,T10702,P1116,PR146,3,1464.15
2938132,T10702,P1100,PR121,5,1487.3
3012821,T10702,P1106,PR110,2,527.02
7681082,T10703,P1187,PR132,4,1692.84
9539782,T10703,P1098,PR131,2,547.22
732569,T10703,P1024,PR120,4,464.04
9021739,T10704,P1040,PR138,3,952.23
3644932,T10705,P1170,PR119,1,289.86
9274846,T10705,P1126,PR107,4,1398.04
1765376,T10706,P1094,PR141,1,51.52
6880271,T10707,P1196,PR136,3,1208.16
4240721,T10707,P1115,PR108,2,728.84
748854,T10707,P1053,PR124,5,2289.3
7749463,T10708,P1006,PR124,1,177.86
6699845,T10708,P1097,PR132,3,706.41
180144,T10709,P1101,PR101,1,20.1
5488002,T10710,P1029,PR118,2,653.14
8132911,T10710,P1171,PR145,4,788.56
9201105,T10711,P1017,PR119,1,55.23
7343785,T10711,P1168,PR141,2,589.92
2707282,T10712,P1120,PR140,3,417.18
1686364,T10713,P1004,PR141,5,1591.95
8970003,T10714,P1075,PR128,1,439.3
1301666,T10715,P1100,PR105,2,594.92
4584413,T10715,P1171,PR116,1,197.14
6007703,T10715,P1039,PR124,4,1786.24
8930493,T10716,P1055,PR137,1,12.65
8772378,T10717,P1113,PR103,1,272.61
6553490,T10718,P1169,PR129,1,470.41
7448861,T10718,P1176,PR119,3,588.36
78279,T10718,P1013,PR102,5,425.05
3384603,T10719,P1197,PR122,4,578.44
3355204,T10720,P1095,,2,582.5
468826,T10721,P1004,PR117,4,1273.56
1059842,T10722,P1086,PR125,2,506.5
2802588,T10723,P1024,PR135,2,232.02
1806635,T10724,P1106,PR107,5,1317.55
3180080,T10725,P1082,PR116,5,2030.05
9088263,T10725,P1159,PR130,2,380.86
3899162,T10726,P1109,PR136,1,313.33
5982359,T10726,P1054,PR144,1,188.23
6746782,T10727,P1044,PR132,1,248.8
201015,T10727,P1167,PR126,3,54.36
3692602,T10728,P1054,PR144,4,752.92
6190457,T10728,P1016,PR103,3,28.65
6897061,T10729,P1017,PR121,2,110.46
8381495,T10730,P1196,PR125,5,2013.6
9549677,T10730,P1026,PR131,5,612.2
5441762,T10731,P1064,PR123,1,161.88
2230220,T10732,P1178,PR145,4,1812.6
5334601,T10732,P1085,PR134,2,516.22
1132689,T10732,P1170,PR136,4,1159.44
9815291,T10733,P1004,PR131,5,1591.95
8573596,T10733,P1114,PR106,4,1282.12
8445987,T10734,P1189,PR132,2,816.32
3902480,T10734,P1150,PR130,1,53.43
2081318,T10734,P1005,PR111,5,864.1
4086020,T10735,P1060,PR110,4,1708.96
1005342,T10735,P1158,PR123,1,27.43
4976370,T10736,P1095,PR107,4,1165.0
3429017,T10737,P1038,PR131,4,798.32
7444491,T10738,P1009,PR137,2,888.22
2252627,T10738,P1189,PR121,3,1224.48
664504,T10738,P1071,PR133,3,928.29
397509,T10739,P1106,PR118,3,790.53
5750029,T10739,P1058,PR119,3,1450.47
9048150,T10739,P1062,PR113,2,391.24
3731992,T10740,P1170,PR132,2,579.72
5396174,T10741,P1097,PR109,5,1177.35
101380,T10741,P1046,PR115,4,1450.44
1174153,T10741,P1016,PR103,4,38.2
3426244,T10742,P1013,PR126,2,170.02
9942693,T10743,P1023,PR127,2,655.44
8513172,T10744,P1052,PR142,2,954.38
7836206,T10744,P1020,PR115,4,338.4
3314109,T10744,P1079,PR132,2,365.9
4177014,T10745,P1108,PR147,2,223.66
7520743,T10746,P1073,PR118,5,371.7
4561068,T10746,P1162,PR120,2,857.92
6681434,T10747,P1020,PR121,3,253.8
7897262,T10747,P1096,PR108,2,45.58
7271757,T10748,P1108,PR108,5,559.15
8086631,T10748,P1194,PR108,2,878.7
7170537,T10749,P1195,PR126,4,1475.44
9985520,T10750,P1194,PR116,3,1318.05
2947746,T10751,P1039,PR143,5,2232.8
7778777,T10751,P1065,PR144,4,355.6
4751740,T10751,P1078,PR107,4,1410.92
8067230,T10752,P1143,PR115,5,60.6
2292714,T10752,P1018,PR117,3,1000.29
2595846,T10753,P1120,PR132,2,278.12
215324,T10753,P1048,PR100,1,17.04
8245226,T10753,P1128,PR111,3,272.34
6260333,T10754,P1106,PR105,4,1054.04
5164209,T10754,P1098,PR140,4,1094.44
6858318,T10755,P1150,PR104,1,53.43
6456310,T10755,P1009,PR115,1,444.11
3258609,T10755,P1144,PR117,2,124.92
8549810,T10756,P1065,PR148,3,266.7
6177045,T10756,P1181,PR117,4,219.56
7114217,T10757,P1014,PR100,4,1799.12
4066007,T10757,P1188,PR118,2,33.04
6063526,T10757,P1122,PR107,1,43.84
2481087,T10758,P1180,PR102,1,39.33
7641532,T10758,P1066,PR124,5,1403.1
4266246,T10758,P1174,PR104,2,550.16
2708303,T10759,P1154,PR139,5,1098.8
6448285,T10760,P1029,PR118,1,326.57
1348022,T10761,P1180,PR117,5,196.65
7095838,T10761,P1132,PR149,2,717.44
5070403,T10762,P1109,PR130,3,939.99
9832787,T10763,P1136,PR132,4,1481.04
1491049,T10763,P1078,PR146,4,1410.92
5777953,T10763,P1027,PR117,5,830.35
6676833,T10764,P1068,PR138,2,699.06
2825262,T10765,P1078,PR115,1,352.73
1625221,T10765,P1125,PR115,1,418.81
8807401,T10765,P1017,PR146,4,220.92
7230135,T10766,P1167,PR137,3,54.36
6285608,T10766,P1043,PR140,2,581.14
3322234,T10767,P1180,PR106,2,78.66
1849491,T10768,P1046,PR113,5,1813.05
3566390,T10768,P1115,PR142,5,1822.1
3065691,T10769,P1051,PR147,1,470.53
7394230,T10770,P1066,PR124,4,1122.48
2787135,T10771,P1159,PR131,1,190.43
1437926,T10771,P1020,PR137,3,253.8
4643300,T10771,P1096,PR121,1,22.79
9825517,T10772,P1087,PR115,1,400.16
1691297,T10773,P1122,PR128,4,175.36
121244,T10774,P1015,PR115,3,915.54
1624737,T10775,P1149,PR111,1,239.72
121836,T10775,P1054,PR116,5,941.15
8725396,T10775,P1096,PR136,5,113.95
5654425,T10776,P1124,PR126,4,1926.04
5646376,T10776,P1154,PR124,4,879.04
5288578,T10777,P1174,PR112,3,825.24
6685240,T10777,P1061,PR107,3,452.25
5973180,T10778,P1156,PR104,1,309.85
51753,T10778,P1084,PR111,1,457.05
2329736,T10779,P1178,PR140,4,1812.6
2061829,T10779,P1006,PR102,5,889.3
6181228,T10780,P1071,PR134,2,618.86
7972524,T10780,P1115,PR132,5,1822.1
3153026,T10780,P1131,PR121,4,1107.48
279011,T10781,P1163,PR149,3,993.15
5461407,T10782,P1092,PR143,1,172.31
3918464,T10782,P1173,PR108,4,927.36
6713658,T10782,P1155,PR140,4,809.04
5844075,T10783,P1156,PR117,1,309.85
1685368,T10783,P1109,PR149,4,1253.32
4930203,T10783,P1187,PR128,4,1692.84
8725066,T10784,P1049,PR138,2,649.02
532606,T10784,P1146,PR126,5,125.8
1461126,T10784,P1032,PR135,4,1145.24
7831656,T10785,P1172,PR144,5,1617.15
1940766,T10785,P1043,PR116,4,1162.28
4041659,T10786,P1169,PR133,5,2352.05
2859392,T10786,P1062,PR145,2,391.24
1769488,T10787,P1179,PR102,1,101.92
2688302,T10787,P1111,PR104,1,30.58
4703625,T10787,P1083,PR113,4,1736.8
7991027,T10788,P1184,PR102,3,1029.27
8968149,T10789,P1031,PR122,2,661.04
1517361,T10789,P1162,PR138,4,1715.84
3754846,T10789,P1177,PR129,3,1442.37
1084933,T10790,P1196,PR149,5,2013.6
6325184,T10790,P1164,PR144,3,256.95
9427117,T10790,P1183,PR122,4,207.0
4346876,T10791,P1059,PR126,2,963.98
1471033,T10791,P1029,PR109,3,979.71
9935476,T10792,P1022,PR124,3,1042.47
9610644,T10793,P1190,PR112,1,144.52
6378616,T10794,P1032,PR115,3,858.93
5214341,T10794,P1147,PR140,1,428.45
3185284,T10795,P1151,PR133,5,1241.75
6124084,T10796,P1108,PR136,3,335.49
8719982,T10796,P1173,PR121,2,463.68
3726917,T10797,P1154,PR116,5,1098.8
154158,T10797,P1027,PR122,4,664.28
5300363,T10797,P1137,PR135,4,1117.64
8385801,T10798,P1075,PR148,2,878.6
4754543,T10799,P1116,PR108,2,976.1
5371048,T10799,P1037,PR101,1,486.64
2071383,T10799,P1079,PR131,5,914.75
8024253,T10800,P1180,PR149,5,196.65
8305151,T10800,P1161,PR121,2,508.1
986712,T10801,P1180,PR142,4,157.32
3533502,T10801,P1085,PR112,2,516.22
3003462,T10802,P1057,PR107,1,216.95
5018096,T10802,P1124,PR100,4,1926.04
361815,T10802,P1168,PR116,2,589.92
7087325,T10803,P1100,PR111,3,892.38
5843625,T10803,P1173,PR103,4,927.36
6560951,T10803,P1193,PR112,4,1265.32
4737284,T10804,P1135,PR130,3,1432.98
6606406,T10805,P1049,PR140,5,1622.55
5426064,T10805,P1024,PR106,2,232.02
908039,T10805,P1192,PR122,5,1749.4
2746338,T10806,P1077,PR123,4,1400.08
7413579,T10806,P1147,PR104,2,856.9
4883539,T10806,P1178,PR104,4,1812.6
3282548,T10807,P1053,PR116,2,915.72
6077141,T10808,P1166,PR129,1,323.0
1710401,T10808,P1185,PR108,5,201.2
6317558,T10808,P1173,PR105,2,463.68
945086,T10809,P1173,PR124,2,463.68
7950316,T10809,P1024,PR118,3,348.03
8647568,T10810,P1013,PR115,1,85.01
7278316,T10811,P1086,PR120,5,1266.25
4110435,T10811,P1038,PR101,4,798.32
4040884,T10811,P1008,PR109,1,449.07
2893852,T10812,P1125,PR115,3,1256.43
1503426,T10812,P1167,PR136,4,72.48
4617359,T10813,P1166,PR114,4,1292.0
6162659,T10813,P1161,PR112,4,1016.2
1386419,T10814,P1030,PR112,1,425.37
3773784,T10815,P1125,PR131,5,2094.05
9607147,T10816,P1150,PR144,5,267.15
9946860,T10817,P1070,PR146,1,53.1
8123385,T10817,P1046,PR145,4,1450.44
5005707,T10818,P1179,PR107,4,407.68
1668348,T10818,P1146,PR142,2,50.32
9017940,T10818,P1083,PR117,1,434.2
6606810,T10819,P1103,PR135,1,412.19
8196732,T10820,P1137,PR125,5,1397.05
9810000,T10820,P1016,PR109,5,47.75
3480665,T10820,P1137,PR130,1,279.41
3018852,T10821,P1030,PR132,2,850.74
7503323,T10821,P1001,PR128,5,255.45
656714,T10821,P1080,PR104,1,150.33
2704660,T10822,P1147,PR112,2,856.9
587292,T10823,P1143,PR100,3,36.36
5009307,T10824,P1031,PR122,5,1652.6
7097624,T10825,P1139,PR139,2,425.4
4166405,T10825,P1168,PR102,1,294.96
4922382,T10826,P1011,PR102,5,1614.05
7464524,T10826,P1168,PR106,5,1474.8
5250196,T10827,P1147,PR135,4,1713.8
9029657,T10828,P1090,PR134,5,1994.6
1661098,T10828,P1130,PR114,2,257.74
3977884,T10828,P1169,PR139,1,470.41
5028287,T10829,P1048,PR102,2,34.08
9262209,T10830,P1034,PR128,5,935.1
4653928,T10831,P1151,PR129,3,745.05
7080238,T10832,P1186,PR138,5,814.45
4373392,T10833,P1140,PR117,3,382.89
6711883,T10834,P1166,PR110,2,646.0
4264423,T10834,P1116,PR142,1,488.05
8990983,T10835,P1108,PR148,2,223.66
4519777,T10835,P1052,PR137,1,477.19
6243512,T10835,P1162,PR139,2,857.92
2752187,T10836,P1168,PR100,5,1474.8
5307646,T10836,P1107,PR128,2,772.3
434696,T10836,P1111,PR109,4,122.32
4531950,T10837,P1063,PR127,1,426.31
1845329,T10837,P1031,PR130,5,1652.6
6824658,T10837,P1175,PR118,5,2355.15
6087101,T10838,P1084,PR102,1,457.05
2455004,T10839,P1199,PR135,3,1129.65
165480,T10839,P1057,PR142,3,650.85
6352397,T10840,P1096,PR114,2,45.58
8832797,T10841,P1031,PR132,2,661.04
8214438,T10842,P1078,PR140,5,1763.65
5853575,T10842,P1024,PR142,5,580.05
4731120,T10842,P1179,,5,509.6
1662055,T10843,P1069,PR144,5,1435.9
5335095,T10843,P1012,PR125,2,93.3
3031182,T10843,P1192,PR115,4,1399.52
9255516,T10844,P1189,PR135,5,2040.8
8000415,T10844,P1152,PR132,4,957.48
159342,T10845,P1032,PR119,3,858.93
2608711,T10845,P1175,PR112,5,2355.15
2393608,T10845,P1168,PR132,2,589.92
886922,T10846,P1145,PR104,3,83.31
4179400,T10846,P1185,PR136,3,120.72
7680385,T10847,P1155,PR113,4,809.04
5939159,T10847,P1046,PR126,4,1450.44
4812036,T10847,P1119,PR122,5,1993.1
3838025,T10848,P1109,PR113,5,1566.65
5128150,T10848,P1078,PR139,1,352.73
1512309,T10849,P1197,PR103,3,433.83
1286699,T10849,P1162,PR138,1,428.96
2770139,T10850,P1061,PR118,1,150.75
1419103,T10850,P1147,PR146,1,428.45
9297259,T10850,P1190,PR103,3,433.56
8534274,T10851,P1002,PR129,4,1796.48
8047292,T10851,P1187,PR118,2,846.42
2091978,T10852,P1131,PR130,5,1384.35
3190759,T10852,P1103,PR130,1,412.19
8964483,T10853,P1001,PR108,4,204.36
4097437,T10853,P1191,PR112,3,190.47
710616,T10853,P1189,PR113,5,2040.8
8783148,T10854,P1114,PR145,2,641.06
1260345,T10854,P1057,PR109,2,433.9
8618196,T10854,P1093,PR147,2,381.82
8313243,T10855,P1013,PR130,4,340.04
6262662,T10855,P1097,PR136,2,470.94
9044927,T10856,P1086,PR122,2,506.5
8105488,T10857,P1074,PR126,3,784.71
37486,T10858,P1067,PR105,2,936.8
6603873,T10858,P1188,PR125,5,82.6
594403,T10859,P1078,PR101,5,1763.65
964636,T10860,P1158,PR144,4,109.72
7723457,T10860,P1091,PR112,1,445.55
1797915,T10861,P1076,,3,1115.04
3123209,T10861,P1001,PR149,3,153.27
1700166,T10862,P1090,PR118,1,398.92
3314246,T10862,P1110,PR100,4,189.0
2578838,T10863,P1135,PR139,5,2388.3
115939,T10864,P1031,PR131,4,1322.08
3793249,T10864,P1039,PR121,3,1339.68
5021169,T10865,P1101,PR147,3,60.3
3056508,T10865,P1093,PR128,4,763.64
7358019,T10866,P1068,PR101,1,349.53
2715130,T10866,P1168,PR139,4,1179.84
7280644,T10866,P1035,PR137,3,408.84
1856662,T10867,P1091,PR147,2,891.1
2242784,T10868,P1072,PR110,1,495.08
530270,T10869,P1107,PR116,3,1158.45
8041236,T10869,P1041,,2,796.86
7064808,T10870,P1068,PR142,1,349.53
8314245,T10870,P1125,PR107,5,2094.05
5450712,T10870,P1174,PR121,2,550.16
2204823,T10871,P1128,PR103,4,363.12
354876,T10871,P1028,PR110,1,374.51
8388624,T10872,P1039,PR107,3,1339.68
873084,T10873,P1196,PR108,2,805.44
134703,T10874,P1087,PR125,4,1600.64
4856445,T10874,P1111,PR101,4,122.32
1386048,T10874,P1072,PR115,4,1980.32
2558454,T10875,P1063,PR130,5,2131.55
3134995,T10875,P1186,PR105,5,814.45
4421312,T10876,P1071,PR120,1,309.43
3328809,T10877,P1063,PR125,4,1705.24
8427766,T10877,P1121,PR118,1,222.29
3165341,T10877,P1156,PR127,2,619.7
3848429,T10878,P1161,PR107,2,508.1
6732415,T10878,P1030,PR113,2,850.74
3224202,T10878,P1009,PR123,3,1332.33
3349463,T10879,P1109,PR147,1,313.33
6833313,T10880,P1013,PR143,4,340.04
3720772,T10881,P1078,PR136,2,705.46
8039563,T10881,P1086,PR125,4,1013.0
7165094,T10881,P1015,PR130,5,1525.9
1846416,T10882,P1013,,3,255.03
4706948,T10882,P1068,PR131,3,1048.59
4143447,T10882,P1089,PR149,4,1409.88
686006,T10883,P1012,PR140,2,93.3
5396218,T10883,P1000,PR101,1,124.72
4700294,T10884,P1073,PR124,4,297.36
3101101,T10885,P1025,PR143,4,1430.12
6099882,T10885,P1064,PR101,4,647.52
1871140,T10885,P1085,PR141,3,774.33
9257135,T10886,P1171,PR100,1,197.14
6063034,T10887,P1084,PR135,3,1371.15
8872834,T10888,P1199,PR111,5,1882.75
3997209,T10888,P1154,PR108,3,659.28
3523775,T10888,P1166,PR135,3,969.0
1784518,T10889,P1098,PR140,1,273.61
2019211,T10889,P1033,PR127,5,256.85
3194946,T10889,P1010,PR137,5,1955.2
1654862,T10890,P1180,PR132,4,157.32
5752874,T10891,P1139,PR141,5,1063.5
3388983,T10892,P1185,PR145,4,160.96
735029,T10892,P1136,PR121,2,740.52
9235785,T10893,P1049,PR124,4,1298.04
5827391,T10894,P1064,PR117,5,809.4
1970131,T10894,P1093,PR105,4,763.64
8100386,T10894,P1111,PR117,1,30.58
367000,T10895,P1134,PR115,5,717.85
4599451,T10895,P1042,PR114,5,1269.05
762445,T10896,P1033,PR147,3,154.11
3190875,T10896,P1144,PR107,1,62.46
8305157,T10896,P1189,PR112,4,1632.64
1258049,T10897,P1136,PR142,5,1851.3
8544274,T10897,P1042,PR106,4,1015.24
6547257,T10897,P1098,PR116,5,1368.05
3471619,T10898,P1155,PR149,3,606.78
2684406,T10898,P1047,PR131,1,143.98
148669,T10899,P1055,PR121,5,63.25
8452660,T10899,P1131,,4,1107.48
4342525,T10899,P1181,PR112,5,274.45
4504929,T10900,P1056,PR146,3,1393.56
2870735,T10900,P1141,PR122,1,181.21
3996615,T10901,P1011,PR128,5,1614.05
4659981,T10902,P1010,PR121,2,782.08
864362,T10902,P1034,PR100,3,561.06
8969015,T10903,P1063,PR128,2,852.62
5829444,T10903,P1029,PR147,1,326.57
6192641,T10903,P1161,PR104,5,1270.25
4429826,T10904,P1021,PR134,5,1383.1
6850857,T10904,P1184,PR109,2,686.18
960721,T10905,P1075,PR118,3,1317.9
5964018,T10905,P1160,PR136,1,314.8
2965126,T10905,P1056,PR106,3,1393.56
9785500,T10906,P1004,PR145,5,1591.95
4317536,T10906,P1027,PR134,4,664.28
9242196,T10907,P1162,PR144,5,2144.8
3701709,T10907,P1052,PR112,4,1908.76
3421187,T10907,P1083,PR109,3,1302.6
2611231,T10908,P1161,PR101,4,1016.2
7279694,T10908,P1114,PR105,2,641.06
8036403,T10908,P1094,PR107,2,103.04
7707288,T10909,P1126,PR135,2,699.02
9557276,T10910,P1045,PR124,2,203.3
4731918,T10911,P1186,PR143,2,325.78
2733322,T10911,P1005,PR146,3,518.46
3151567,T10912,P1100,PR139,5,1487.3
7153722,T10913,P1036,PR106,1,125.77
1681645,T10914,P1116,PR145,4,1952.2
197779,T10915,P1134,PR122,2,287.14
6339693,T10915,P1154,PR118,1,219.76
1846090,T10915,P1098,PR145,1,273.61
2217597,T10916,P1195,PR121,1,368.86
4490531,T10917,P1197,PR112,1,144.61
226441,T10918,P1160,PR120,5,1574.0
5677241,T10919,P1027,PR100,5,830.35
2335894,T10920,P1021,PR118,2,553.24
7454557,T10920,P1122,PR132,5,219.2
5565948,T10920,P1041,PR103,3,1195.29
937436,T10921,P1039,PR141,2,893.12
9120312,T10921,P1139,PR102,3,638.1
1724955,T10922,P1005,PR126,1,172.82
8582258,T10923,P1075,PR140,1,439.3
20308,T10923,P1106,PR134,2,527.02
3802978,T10923,P1057,PR127,1,216.95
5927557,T10924,P1098,PR105,2,547.22
3789712,T10924,P1167,PR105,3,54.36
8251381,T10925,P1098,PR143,1,273.61
3766862,T10925,P1043,PR122,1,290.57
5994632,T10925,P1026,PR132,3,367.32
1985600,T10926,P1157,PR115,3,958.11
2535088,T10927,P1021,PR123,1,276.62
8899989,T10927,P1045,PR104,4,406.6
7134420,T10928,P1153,PR140,2,181.46
4815155,T10928,P1038,PR141,3,598.74
8376039,T10929,P1026,PR112,3,367.32
4452690,T10929,P1169,PR146,3,1411.23
2493815,T10930,P1019,PR111,1,7.51
5373005,T10930,P1199,PR104,2,753.1
7494306,T10930,P1037,PR136,4,1946.56
1898578,T10931,P1122,PR130,1,43.84
4672055,T10931,P1147,PR127,4,1713.8
5419937,T10931,P1037,PR127,1,486.64
5915794,T10932,P1046,PR129,4,1450.44
8074682,T10933,P1126,PR117,4,1398.04
5594617,T10933,P1177,PR143,4,1923.16
6428782,T10934,P1167,PR126,2,36.24
9038679,T10935,P1140,PR134,4,510.52
8933439,T10935,P1136,PR125,4,1481.04
1402873,T10936,P1058,PR138,4,1933.96
8840686,T10936,P1148,PR148,4,1413.24
1463816,T10936,P1147,,2,856.9
3410467,T10937,P1092,PR117,1,172.31
7951165,T10938,P1092,PR132,5,861.55
5861080,T10939,P1028,PR124,1,374.51
4944201,T10940,P1199,PR130,2,753.1
9252642,T10940,P1117,PR136,2,521.14
3767948,T10941,P1062,PR101,2,391.24
1966891,T10941,P1014,PR132,2,899.56
6332742,T10942,P1180,PR138,2,78.66
7125431,T10942,P1187,PR142,1,423.21
1778550,T10942,P1095,PR142,1,291.25
7999823,T10943,P1148,PR131,1,353.31
506433,T10943,P1152,PR117,2,478.74
2370244,T10943,P1037,PR116,3,1459.92
209342,T10944,P1062,PR133,1,195.62
3060576,T10945,P1106,PR138,2,527.02
8849144,T10945,P1120,PR106,2,278.12
7888387,T10945,P1178,PR141,3,1359.45
7448642,T10946,P1184,PR134,3,1029.27
4811187,T10946,P1165,PR129,1,39.93
538870,T10947,P1039,PR111,1,446.56
8443897,T10948,P1192,PR134,2,699.76
6650333,T10948,P1041,PR110,1,398.43
9297194,T10948,P1108,PR143,4,447.32
8420023,T10949,P1066,PR103,5,1403.1
7108008,T10949,P1078,PR124,2,705.46
1542439,T10949,P1040,PR147,3,952.23
3554493,T10950,P1096,PR131,2,45.58
939471,T10950,P1102,PR119,5,117.45
3081871,T10950,P1056,PR149,4,1858.08
1295357,T10951,P1143,PR130,5,60.6
8009716,T10951,P1177,PR103,4,1923.16
6383229,T10951,P1080,PR137,4,601.32
7117263,T10952,P1013,PR146,3,255.03
1751543,T10953,P1069,PR100,1,287.18
5628281,T10954,P1092,PR102,5,861.55
2730667,T10955,P1061,PR136,3,452.25
3555259,T10956,P1027,PR121,1,166.07
5186175,T10956,P1152,PR116,1,239.37
3384400,T10956,P1048,PR113,5,85.2
4515890,T10957,P1008,PR140,2,898.14
9475719,T10957,P1021,PR134,5,1383.1
8116935,T10957,P1011,PR112,5,1614.05
1563820,T10958,P1012,PR134,3,139.95
4737923,T10959,P1002,PR142,3,1347.36
3269607,T10959,P1101,PR101,5,100.5
5969960,T10960,P1192,PR146,4,1399.52
5558597,T10960,P1033,PR112,1,51.37
1694548,T10961,P1189,,5,2040.8
397374,T10961,P1128,PR115,2,181.56
9837459,T10962,P1097,PR117,4,941.88
2704874,T10962,P1009,PR106,3,1332.33
1321254,T10962,P1038,PR144,4,798.32
3617960,T10963,P1023,PR135,2,655.44
2701921,T10963,P1174,PR140,2,550.16
8779301,T10963,P1128,PR129,5,453.9
5687824,T10964,P1114,PR141,2,641.06
7229327,T10964,P1074,PR140,3,784.71
4011611,T10965,P1182,PR106,4,56.08
1258263,T10966,P1156,PR114,5,1549.25
1634203,T10967,P1145,PR139,4,111.08
9179420,T10968,P1036,PR118,3,377.31
7630410,T10969,P1127,PR142,1,207.43
2709059,T10970,P1043,PR136,3,871.71
9672261,T10970,P1017,PR101,3,165.69
